LocInfo;Coord_X;Coord_y
0002f8107501bcd1;596752;2428483
0002f8107501f2e4;598633;2429244
0002f81003008d9c;598685;2427372
0002f81001fe6b3e;598855;2431567
0002f810750157be;598927;2429979
0002f8104202a11d;599172;2430609
0002f8100300ff52;599482;2424860
0002f81075015e34;599561;2430168
0002f81042021a2d;600051;2430513
0002f81042020e98;600655;2430773
0002f810621085e2;600730;2429099
0002f8100401c4e6;601227;2430112
0002f8100400eccc;601533;2427812
0002f8104202c9b7;601547;2430927
0002f81004001063;601699;2429373
0002f8100340df75;602726;2425062
0002f8100310c29f;603911;2428929
0002f8100310af24;604732;2424402
0002f81003405085;604861;2426435
0002f81003100fae;605415;2427425
0002f8100311c283;608244;2434526
0002f810031178b7;608497;2429067
0002f81065003db9;592558;2425883
0002f81061009b4d;593675;2432130
0002f810750068ab;594709;2425753
0002f8107500b9a2;594885;2427080
0002f8100300bf12;595774;2426429
0002f810600051f6;595834;2433344
0002f8107500d7dd;596112;2428750
0002f8100101becb;597510;2430817
0002f8100101a79c;597533;2429846
0002f81075015486;598395;2429344
0002f81001ff32e0;599561;2433152
0002f81004013fd8;599722;2429986
0002f810420214e8;599776;2431734
0002f8100300f2f2;600950;2425136
0002f81004013f8f;601254;2430347
0002f8100310c1b7;601615;2430288
0002f8100400ae19;603240;2429165
0002f8100310fda9;603935;2431959
0002f81003103f5d;604750;2430417
0002f81062104d97;605318;2427660
0002f8106400c123;594288;2424232
0002f81001fe7657;594380;2431848
0002f8107500b618;595280;2427090
0002f8100300ea52;595705;2426744
0002f81075010c7d;596468;2429314
0002f8100101f763;596588;2431652
0002f8100101586a;596862;2431988
0002f8100300ea8e;597386;2424568
0002f810030097f4;599380;2423690
0002f81042028f2d;599521;2430541
0002f8100300fec4;599946;2425465
0002f81062105438;600037;2426831
0002f81042029cd7;600370;2430798
0002f81001ff93ce;600389;2432616
0002f8100401e75b;600503;2427061
0002f8104202cfdb;601213;2430752
0002f8100401c4ec;601227;2430112
0002f8100340b24f;601616;2426617
0002f81003404d0a;601958;2424880
0002f81003406a4c;602980;2428085
0002f8100340d714;603202;2427191
0002f8100310bbe8;603556;2430908
0002f8100311a72c;605859;2432694
0002f81003107fd8;606863;2430501
0002f8106100ff12;590565;2432066
0002f8106100348c;591462;2430022
0002f81001012b0e;592230;2432650
0002f8106100cf1d;593835;2432568
0002f81001fe9a97;594108;2426614
0002f81003002cf8;595026;2427020
